group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
ocaml,,,,,3636124123.0,ns,1
ocaml,,,,,3372838272.0,ns,1
ocaml,,,,,3356042668.0,ns,1
ocaml,,,,,3521281144.0,ns,1
ocaml,,,,,3501330761.0,ns,1
ocaml,,,,,3492203904.0,ns,1
ocaml,,,,,3429112833.0,ns,1
ocaml,,,,,3352009913.0,ns,1
ocaml,,,,,3472070280.0,ns,1
ocaml,,,,,3623490691.0,ns,1
